feature,x2_str,y_str
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8'],7
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7'],/
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 /'],4
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4'],6
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6'],2
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2'],+
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 +'],5
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5'],2
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2'],8
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8'],/
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 /'],2
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2'],0
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0'],6
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6'],=
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 ='],1
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1'],8
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1 8'],8
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1 8 8'],/
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1 8 8 /'],4
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1 8 8 / 4'],5
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1 8 8 / 4 5'],5
"[[[238 240 237]
  [245 241 242]
  [238 245 236]
  ...
  [237 242 242]
  [244 241 242]
  [242 236 246]]

 [[241 244 240]
  [245 242 236]
  [242 230 242]
  ...
  [246 241 243]
  [237 247 239]
  [243 238 247]]

 [[237 246 238]
  [244 239 237]
  [243 237 246]
  ...
  [244 242 242]
  [243 244 242]
  [247 238 244]]

 ...

 [[240 241 241]
  [248 240 245]
  [242 242 243]
  ...
  [243 234 239]
  [246 240 240]
  [246 240 237]]

 [[242 240 246]
  [243 241 245]
  [246 240 243]
  ...
  [248 240 242]
  [242 242 243]
  [244 239 239]]

 [[247 240 240]
  [242 243 239]
  [244 234 239]
  ...
  [243 236 243]
  [244 236 239]
  [252 239 243]]]",['s 8 8 7 / 4 6 2 + 5 2 8 / 2 0 6 = 1 8 8 / 4 5 5'],e
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s'],8
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8'],6
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6'],3
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3'],/
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 /'],3
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 / 3'],9
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 / 3 9'],2
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 / 3 9 2'],+
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 / 3 9 2 +'],8
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 / 3 9 2 + 8'],5
"[[[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 ...

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]

 [[236 253 240]
  [236 253 240]
  [236 253 240]
  ...
  [236 253 240]
  [236 253 240]
  [236 253 240]]]",['s 8 6 3 / 3 9 2 + 8 5'],1
